Member_number,basket
4039,"['pip fruit', 'whole milk', 'condiments', 'pastry', 'misc beverages', 'condensed milk', 'bottled water', 'hygiene articles', 'vegetables', 'beverages', 'meat']"
4040,"['sweets', 'whole milk', 'berries', 'hygiene articles', 'yogurt', 'dairy', 'herbs', 'margarine', 'bakery', 'sausage']"
4041,"['frozen potato products', 'canned fish', 'whole milk', 'fruits', 'soda', 'yogurt', 'beverages', 'bakery']"
4042,"['frozen dessert', 'tropical fruit', 'snacks', 'soda', 'vegetables', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery', 'sausage']"
4043,"['meat', 'vegetables']"
4044,"['napkins', 'dairy', 'sliced cheese', 'coffee', 'fruits_vegetables', 'vegetables', 'semifinished bread', 'meat', 'margarine']"
4045,"['pip fruit', 'beef', 'whole milk', 'tropical fruit', 'pastry', 'bottled water', 'beverages', 'dairy', 'coffee', 'bakery']"
4046,"['pip fruit', 'butter', 'snacks', 'oils', 'bags', 'semifinished bread', 'root vegetables', 'meat', 'citrus fruit']"
4047,"['bags', 'beverages', 'dairy', 'yogurt']"
4048,"['ice cream', 'sweets', 'fruitvegetable juice', 'vegetables', 'domestic eggs', 'margarine', 'bakery']"
4049,"['canned fish', 'tropical fruit', 'curd', 'whole milk', 'dishes', 'semifinished bread', 'beverages', 'meat', 'citrus fruit', 'fish', 'sweets']"
4050,"['beef', 'whole milk', 'butter', 'curd', 'gardening', 'uhtmilk', 'meat']"
4051,"['bottled water', 'napkins', 'bakery', 'whole milk']"
4052,"['specialty vegetables', 'whole milk', 'uhtmilk', 'bags', 'beverages']"
4053,"['whole milk', 'condiments', 'cleaning', 'beverages', 'meat']"
4054,"['dairy', 'napkins', 'bakery', 'whole milk']"
4055,"['tropical fruit', 'soda', 'pet_care']"
4056,"['dairy', 'tropical fruit', 'snacks', 'chewing gum', 'soda', 'fruits_vegetables', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'herbs', 'bakery']"
4058,"['whole milk', 'berries', 'grains', 'domestic eggs', 'dairy', 'specialty cheese']"
4059,"['dairy', 'whole milk', 'curd', 'frozen meals', 'uhtmilk', 'bottled water', 'grains', 'meat', 'sausage']"
4060,"['sweets', 'napkins', 'tropical fruit', 'vegetables', 'domestic eggs', 'beverages', 'bakery']"
4061,"['frozen potato products', 'whole milk', 'berries', 'cleaning', 'beverages']"
4062,"['sweeteners', 'yogurt']"
4063,"['spices', 'whole milk', 'pastry', 'bottled water', 'soda', 'sausage']"
4064,"['meat', 'citrus fruit', 'dairy', 'coffee']"
4065,"['brown bread', 'gardening', 'pastry', 'bottled water', 'bags', 'semifinished bread', 'vegetables', 'beverages', 'margarine', 'bakery']"
4066,"['whole milk', 'sliced cheese', 'fruitvegetable juice', 'chewing gum', 'meat', 'citrus fruit', 'zwieback']"
4067,"['whole milk', 'tropical fruit', 'pastry', 'condensed milk', 'domestic eggs', 'sweets']"
4068,"['pip fruit', 'stationery', 'specialty bar', 'tropical fruit', 'butter', 'vegetables', 'cleaning', 'yogurt', 'beverages', 'meat']"
4069,"['brown bread', 'stationery', 'gardening', 'pastry', 'ready_meals', 'pickled vegetables', 'soda', 'vegetables', 'baking_ingredients', 'meat', 'bakery']"
4070,"['dairy', 'vegetables', 'sweets', 'sausage']"
4071,"['napkins', 'butter', 'bags', 'soda', 'vegetables', 'beverages', 'sweets', 'sausage']"
4072,"['beverages', 'meat']"
4073,"['stationery', 'tropical fruit', 'dessert', 'misc beverages', 'berries', 'uhtmilk', 'cleaning', 'beverages', 'dairy', 'bakery']"
4074,"['dairy', 'pet_care', 'whole milk', 'tropical fruit', 'grains', 'yogurt', 'meat', 'herbs']"
4075,"['brown bread', 'whole milk', 'butter', 'bottled water', 'vegetables', 'dairy', 'margarine', 'meat']"
4076,"['whole milk', 'tropical fruit', 'dessert', 'vegetables', 'cleaning', 'meat', 'bakery']"
4077,"['pip fruit', 'dairy', 'stationery', 'whole milk', 'pastry', 'condiments', 'misc beverages', 'oils', 'bottled water', 'vegetables', 'yogurt', 'beverages', 'meat', 'coffee']"
4078,"['pip fruit', 'beef', 'dairy', 'stationery', 'fruitvegetable juice', 'berries', 'bags', 'soda', 'hard cheese', 'beverages', 'meat', 'margarine', 'sweets']"
4079,"['root vegetables', 'curd', 'meat', 'whole milk']"
4080,"['whole milk', 'electronics', 'snacks', 'beverages', 'dairy', 'citrus fruit', 'sweets']"
4081,"['pip fruit', 'stationery', 'whole milk', 'bakery', 'domestic eggs', 'sweets']"
4082,"['pip fruit', 'whole milk', 'pastry', 'berries', 'cleaning', 'yogurt', 'domestic eggs', 'root vegetables', 'brandy', 'meat', 'sweets']"
4083,"['sweets', 'stationery']"
4084,"['beef', 'fruitvegetable juice', 'curd', 'bottled water', 'semifinished bread', 'fruits_vegetables', 'vegetables', 'dairy', 'margarine', 'sweets']"
4085,"['stationery', 'sliced cheese', 'butter', 'bottled water', 'vegetables', 'yogurt', 'beverages', 'dairy']"
4086,"['seasonal products', 'napkins', 'pastry', 'snacks', 'tropical fruit', 'dessert', 'dishes', 'semifinished bread', 'root vegetables']"
4087,"['butter', 'meat', 'vegetables', 'bakery']"
4088,"['pip fruit', 'canned vegetables', 'whole milk', 'curd', 'oils', 'vegetables', 'cleaning', 'yogurt', 'meat', 'sweets']"
4089,"['ice cream', 'dessert', 'bottled water', 'meat', 'bakery', 'sausage']"
4090,"['specialty bar', 'gardening', 'curd', 'bags', 'yogurt', 'dairy']"
4091,"['dental care', 'pet_care', 'whole milk', 'sliced cheese', 'meat spreads', 'fruits_vegetables', 'vegetables', 'yogurt', 'domestic eggs', 'beverages', 'dairy', 'bakery', 'sausage']"
4092,"['beef', 'whole milk', 'tropical fruit', 'butter', 'berries', 'vegetables', 'root vegetables', 'sweets', 'sausage']"
4093,"['herbs', 'pip fruit', 'citrus fruit', 'bakery']"
4094,"['fruitvegetable juice', 'soda', 'vegetables', 'yogurt', 'beverages', 'meat', 'margarine', 'bakery']"
4095,"['beef', 'specialty bar', 'butter', 'vegetables', 'meat']"
4096,"['napkins', 'seasonal products', 'beef', 'fruitvegetable juice', 'grains', 'yogurt', 'dairy', 'margarine', 'meat']"
4097,"['ice cream', 'beef', 'whole milk', 'butter', 'condiments', 'bottled water', 'hygiene articles', 'soda', 'fruits', 'condensed milk', 'vegetables', 'coffee']"
4098,"['pip fruit', 'whole milk', 'tropical fruit', 'berries', 'bottled water', 'soda', 'vegetables', 'yogurt', 'meat']"
4099,"['ready_meals', 'fruitvegetable juice', 'misc beverages', 'bottled water', 'root vegetables']"
4100,"['dental care', 'whole milk', 'pastry', 'dairy', 'sausage']"
4101,"['brown bread', 'beverages', 'meat', 'margarine', 'bakery']"
4102,"['frozen dessert', 'pip fruit', 'beef', 'dairy', 'artif sweetener', 'whole milk', 'stationery', 'oils', 'fruits', 'soda', 'hygiene articles', 'vegetables', 'beverages', 'meat', 'fish', 'meat spreads']"
4103,"['stationery', 'whole milk', 'curd', 'yogurt', 'baking_ingredients', 'beverages', 'meat']"
4104,"['dairy', 'gardening', 'whole milk', 'dessert', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'cleaning', 'domestic eggs', 'beverages', 'meat', 'coffee']"
4105,"['dairy', 'whole milk', 'tropical fruit', 'curd', 'liquor appetizer', 'condensed milk', 'vegetables', 'root vegetables', 'meat', 'sausage']"
4106,"['whole milk', 'tropical fruit', 'pastry', 'bottled water', 'fruits', 'condensed milk', 'vegetables', 'yogurt', 'baking_ingredients', 'coffee', 'margarine', 'bakery']"
4107,"['dairy', 'pet_care', 'tropical fruit', 'pastry', 'oils', 'soda', 'domestic eggs', 'meat', 'sweet spreads', 'fish', 'sausage']"
4108,"['dairy', 'whole milk', 'chewing gum', 'bottled water', 'bakery', 'yogurt', 'domestic eggs', 'root vegetables', 'meat', 'coffee', 'sweets']"
4109,"['pip fruit', 'pet_care', 'whole milk', 'dessert', 'berries', 'vegetables', 'beverages', 'dairy', 'margarine', 'bakery']"
4110,"['brown bread', 'stationery', 'whole milk', 'bottled water', 'hygiene articles', 'soda', 'nutsprunes', 'domestic eggs', 'yogurt', 'root vegetables', 'beverages', 'meat', 'sausage']"
4112,"['ice cream', 'pip fruit', 'tropical fruit', 'curd', 'snacks', 'bottled water', 'bakery', 'soda', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'citrus fruit', 'sweets']"
4113,"['tropical fruit', 'curd', 'uhtmilk', 'coffee', 'vegetables', 'root vegetables', 'beverages', 'meat', 'margarine', 'bakery']"
4114,"['household', 'fruitvegetable juice', 'snacks', 'bottled water', 'grains', 'yogurt', 'root vegetables', 'beverages', 'meat']"
4115,"['pastry', 'fruitvegetable juice', 'tropical fruit', 'bags', 'coffee', 'vegetables', 'yogurt', 'citrus fruit', 'margarine', 'bakery']"
4116,"['stationery', 'pastry', 'dishes', 'soda', 'cleaning', 'yogurt', 'root vegetables']"
4117,"['brown bread', 'gardening', 'tropical fruit', 'whole milk', 'fruitvegetable juice', 'liquor appetizer', 'bags', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'sweets']"
4118,"['meat', 'vegetables']"
4119,"['beef', 'whole milk', 'tropical fruit', 'soda', 'vegetables', 'dairy', 'citrus fruit']"
4120,"['pip fruit', 'whole milk', 'bottled water', 'cleaning', 'yogurt', 'meat', 'bakery', 'sausage']"
4121,"['ice cream', 'whole milk', 'curd', 'uhtmilk', 'bags', 'bottled water', 'personal_care', 'vegetables', 'yogurt', 'beverages', 'dairy', 'citrus fruit']"
4122,"['sweets', 'whole milk', 'tropical fruit', 'snacks', 'dessert', 'uhtmilk', 'bottled water', 'meat', 'bakery']"
4123,"['personal_care', 'meat', 'cooking chocolate', 'bottled water']"
4124,"['light bulbs', 'whole milk', 'pastry', 'fruitvegetable juice', 'cereals', 'oils', 'bags', 'soda', 'semifinished bread', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'bakery', 'sausage']"
4125,"['sweets', 'pip fruit', 'brown bread', 'pet_care', 'whole milk', 'pastry', 'vegetables', 'yogurt', 'citrus fruit', 'bakery']"
4126,"['brown bread', 'berries', 'bakery', 'vegetables', 'meat', 'coffee', 'sweets']"
4127,"['whole milk', 'butter', 'snacks', 'curd', 'oils', 'domestic eggs', 'beverages', 'herbs', 'margarine']"
4129,"['napkins', 'dairy', 'whole milk', 'pastry', 'cereals', 'chewing gum', 'bakery', 'soda', 'bags', 'vegetables', 'yogurt', 'root vegetables', 'meat', 'citrus fruit', 'margarine', 'meat spreads']"
4130,"['beef', 'stationery', 'tropical fruit', 'berries', 'condensed milk', 'soda', 'semifinished bread', 'yogurt', 'root vegetables', 'beverages', 'dairy', 'bakery']"
4131,"['napkins', 'uhtmilk', 'fruits', 'personal_care', 'bags', 'vegetables', 'root vegetables', 'bakery', 'sausage']"
4132,"['stationery', 'whole milk', 'ready_meals', 'bottled water', 'bags', 'vegetables', 'yogurt', 'margarine', 'fish']"
4133,"['soups', 'seasonal products', 'whole milk', 'pastry', 'soda', 'semifinished bread', 'yogurt', 'root vegetables', 'beverages', 'citrus fruit']"
4134,"['pip fruit', 'brown bread', 'whole milk', 'specialty bar', 'dessert', 'bottled water', 'coffee', 'fruits_vegetables', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'sweets']"
4135,"['dairy', 'spices', 'vegetables', 'whole milk']"
4136,"['frozen dessert', 'pip fruit', 'sweeteners', 'root vegetables', 'fish']"
4137,"['napkins', 'canned fish', 'pastry', 'snacks', 'fruitvegetable juice', 'curd', 'dessert', 'oils', 'bags', 'soda', 'tea', 'sweeteners', 'vegetables', 'domestic eggs', 'root vegetables', 'meat', 'citrus fruit', 'zwieback']"
4138,"['light bulbs', 'beef', 'dairy', 'whole milk', 'curd', 'snacks', 'bakery', 'vegetables', 'cleaning', 'yogurt', 'meat', 'sweets']"
4139,"['citrus fruit', 'bottled water', 'soda', 'domestic eggs', 'coffee', 'bakery']"
4140,"['brown bread', 'stationery', 'whole milk', 'curd', 'hygiene articles', 'bakery']"
4141,"['meat', 'brown bread', 'gardening']"
4142,"['beverages', 'vegetables']"
4143,"['pastry', 'spices', 'vegetables', 'oils']"
4144,"['whole milk', 'berries', 'misc', 'root vegetables', 'beverages', 'bakery']"
4145,"['sweets', 'pastry', 'misc beverages', 'bags', 'vegetables', 'bakery']"
4146,"['brown bread', 'whole milk', 'pastry', 'condiments', 'dessert', 'fruits_vegetables', 'root vegetables', 'beverages', 'meat', 'bakery', 'sausage']"
4147,"['pip fruit', 'napkins', 'pet_care', 'stationery', 'whole milk', 'grains', 'beverages', 'citrus fruit']"
4148,"['dairy', 'stationery', 'whole milk', 'uhtmilk', 'soda', 'domestic eggs', 'beverages', 'meat', 'sausage']"
4149,"['ice cream', 'pip fruit', 'tropical fruit', 'fruitvegetable juice', 'dessert', 'vegetables', 'grains', 'citrus fruit', 'fish']"
4150,"['brown bread', 'whole milk', 'tropical fruit', 'pastry', 'dessert', 'baking_ingredients', 'root vegetables', 'beverages', 'dairy']"
4151,['whole milk']
4152,"['pip fruit', 'whole milk', 'fruitvegetable juice', 'chewing gum', 'condensed milk', 'soda', 'sweeteners', 'grains', 'root vegetables', 'beverages', 'meat', 'bakery', 'sausage']"
4153,"['sweets', 'brown bread', 'dairy', 'whole milk', 'household', 'fruitvegetable juice', 'snacks', 'pickled vegetables', 'bottled water', 'uhtmilk', 'vegetables', 'grains', 'hard cheese', 'root vegetables', 'beverages', 'meat', 'bakery', 'sausage']"
4154,"['beef', 'oils', 'soda', 'grains', 'domestic eggs', 'root vegetables', 'fish', 'bakery']"
4155,"['beef', 'whole milk', 'tropical fruit', 'snacks', 'curd', 'ready_meals', 'oils', 'bottled water', 'soda', 'vegetables', 'herbs', 'cleaning', 'meat', 'citrus fruit', 'bakery', 'sausage']"
4156,"['sweets', 'pet_care', 'whole milk', 'tropical fruit', 'snacks', 'bags', 'decor', 'hygiene articles', 'fruits_vegetables', 'vegetables', 'beverages', 'dairy', 'bakery']"
4157,"['whole milk', 'snacks', 'frozen meals', 'vegetables', 'root vegetables', 'meat']"
4158,"['root vegetables', 'pip fruit', 'hard cheese', 'domestic eggs']"
4159,"['pet_care', 'canned fish', 'tropical fruit', 'dishes', 'bottled water', 'vegetables']"
4160,"['pip fruit', 'dairy', 'ready_meals', 'bakery', 'soda', 'vegetables', 'cleaning', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'specialty cheese', 'sweets']"
4161,"['dairy', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'meat']"
4162,"['brown bread', 'pip fruit', 'napkins', 'whole milk', 'oils', 'bottled water', 'yogurt', 'beverages', 'dairy', 'margarine']"
4163,"['pet_care', 'stationery', 'whole milk', 'tropical fruit', 'dishes', 'bakery', 'soda', 'sweeteners', 'vegetables', 'root vegetables', 'beverages', 'meat', 'sweets']"
4164,"['whole milk', 'pastry', 'curd', 'canned fish', 'dessert', 'prosecco', 'soda']"
4165,"['pip fruit', 'brown bread', 'beef', 'syrup', 'stationery', 'gardening', 'tropical fruit', 'condensed milk', 'soda', 'vegetables', 'domestic eggs', 'hard cheese', 'beverages', 'citrus fruit', 'bakery', 'sausage']"
4166,"['whole milk', 'pastry', 'butter', 'oils', 'bottled water', 'bags', 'vegetables', 'grains', 'yogurt', 'beverages', 'citrus fruit', 'bakery']"
4167,"['pastry', 'fruitvegetable juice', 'condiments', 'condensed milk', 'cleaning', 'meat']"
4168,"['meat', 'margarine', 'dairy']"
4169,"['sweets', 'napkins', 'whole milk', 'snacks', 'bottled water', 'soda', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'coffee', 'bakery']"
4170,"['ice cream', 'stationery', 'curd', 'fruitvegetable juice', 'frozen meals', 'bottled water', 'soda', 'vegetables', 'domestic eggs', 'yogurt', 'beverages', 'meat', 'bakery', 'sausage']"
4171,"['stationery', 'whole milk', 'pastry', 'chewing gum', 'yogurt', 'dairy', 'sausage']"
4172,"['dental care', 'whole milk', 'tropical fruit', 'ready_meals', 'pastry', 'fruits', 'soda', 'dairy', 'bakery']"
4173,"['meat', 'dairy', 'sweets', 'yogurt']"
4174,"['coffee', 'citrus fruit', 'bakery', 'whole milk']"
4175,"['napkins', 'dessert', 'frozen meals', 'fruits', 'vegetables', 'bakery']"
4176,"['whole milk', 'bags', 'semifinished bread', 'vegetables', 'grains', 'bakery']"
4177,"['beef', 'whole milk', 'butter', 'fruitvegetable juice', 'fruits', 'semifinished bread', 'yogurt', 'beverages', 'meat']"
4178,"['brown bread', 'tropical fruit', 'snacks', 'fruitvegetable juice', 'pastry', 'butter', 'chewing gum', 'berries', 'soda', 'coffee', 'baking_ingredients', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'margarine', 'bakery']"
4179,"['pet_care', 'pastry', 'pickled vegetables', 'fruits', 'vegetables', 'root vegetables', 'brandy', 'meat']"
4180,"['brown bread', 'whole milk', 'dessert', 'bakery', 'bags', 'semifinished bread', 'vegetables', 'root vegetables', 'beverages', 'meat', 'sweets']"
4181,"['ice cream', 'cleaning', 'bakery']"
4182,"['beef', 'whole milk', 'pastry', 'specialty bar', 'condiments', 'chewing gum', 'sliced cheese', 'cleaning', 'liver loaf', 'vegetables', 'citrus fruit', 'bakery']"
4183,"['ice cream', 'frozen potato products', 'spices', 'pet_care', 'whole milk', 'snacks', 'fruitvegetable juice', 'bags', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'dairy', 'sausage']"
4184,"['pip fruit', 'pastry', 'soda', 'semifinished bread', 'yogurt', 'beverages', 'bakery']"
4185,"['pip fruit', 'curd', 'fruitvegetable juice', 'coffee', 'bakery']"
4186,"['dairy', 'oils', 'whole milk']"
4187,"['pip fruit', 'canned vegetables', 'pet_care', 'whole milk', 'sliced cheese', 'pastry', 'specialty cheese', 'snacks', 'dessert', 'berries', 'soda', 'sweeteners', 'vegetables', 'beverages', 'dairy', 'meat', 'bakery', 'sausage']"
4188,"['bags', 'soda']"
4189,"['whole milk', 'snacks', 'soda', 'bakery', 'sausage']"
4190,"['pip fruit', 'stationery', 'whole milk', 'specialty bar', 'fruitvegetable juice', 'gardening', 'bottled water', 'bags', 'soda', 'sweeteners', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'margarine', 'sweets']"
4191,"['dairy', 'pet_care', 'tropical fruit', 'vegetables', 'liver loaf', 'meat', 'citrus fruit', 'margarine', 'bakery']"
4192,"['seasonal products', 'whole milk', 'butter', 'chewing gum', 'oils', 'uhtmilk', 'bottled water', 'sweeteners', 'yogurt', 'root vegetables', 'beverages', 'meat', 'coffee']"
4193,"['whole milk', 'condiments', 'pastry', 'bags', 'beverages', 'meat', 'sweets']"
4194,"['pip fruit', 'stationery', 'whole milk', 'electronics', 'fruitvegetable juice', 'pastry', 'chewing gum', 'bottled water', 'hygiene articles', 'vegetables', 'cleaning', 'root vegetables', 'beverages', 'dairy']"
4195,"['snacks', 'berries', 'bags', 'vegetables', 'root vegetables', 'beverages', 'dairy', 'bakery']"
4196,"['brown bread', 'stationery', 'gardening', 'whole milk', 'vegetables', 'dairy', 'bakery']"
4197,"['beef', 'dairy', 'pet_care', 'stationery', 'butter', 'pastry', 'household', 'soda', 'cleaning', 'yogurt', 'meat', 'coffee', 'bakery', 'sausage']"
4198,"['beef', 'canned fish', 'whole milk', 'yogurt', 'bakery']"
4199,"['pip fruit', 'beef', 'curd', 'uhtmilk', 'soda', 'decor', 'baking_ingredients', 'root vegetables', 'margarine', 'specialty cheese', 'bakery']"
4200,"['bags', 'snacks', 'meat']"
4201,"['pip fruit', 'syrup', 'gardening', 'tropical fruit', 'curd', 'household', 'chewing gum', 'dessert', 'soda', 'beverages', 'dairy', 'bakery']"
4202,"['pip fruit', 'citrus fruit', 'snacks', 'soda', 'personal_care', 'vegetables', 'yogurt', 'meat', 'coffee', 'bakery']"
4204,"['whole milk', 'pastry', 'curd', 'bags', 'dairy', 'bakery']"
4205,"['dairy', 'citrus fruit', 'beef', 'herbs']"
4206,"['sweets', 'whole milk', 'fruitvegetable juice', 'oils', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'dairy', 'margarine', 'bakery']"
4207,"['frozen dessert', 'sweets', 'pet_care', 'whole milk', 'pastry', 'curd', 'dessert', 'vegetables', 'beverages', 'citrus fruit', 'bakery', 'sausage']"
4208,"['meat', 'bakery']"
4209,"['bakery', 'liquor appetizer', 'sweets', 'stationery']"
4210,"['tropical fruit', 'meat', 'vegetables', 'bags']"
4211,"['napkins', 'stationery', 'whole milk', 'tropical fruit', 'pastry', 'cleaning', 'beverages', 'dairy', 'margarine', 'bakery']"
4212,"['dairy', 'tropical fruit', 'butter', 'dessert', 'vegetables', 'yogurt', 'meat', 'bakery']"
4213,"['seasonal products', 'whole milk', 'vegetables', 'meat', 'coffee', 'bakery']"
4214,"['sweets', 'pet_care', 'tropical fruit', 'chewing gum', 'vegetables', 'yogurt', 'domestic eggs', 'root vegetables', 'citrus fruit', 'bakery', 'sausage']"
4215,"['dairy', 'stationery', 'specialty bar', 'whole milk', 'snacks', 'liquor appetizer', 'misc beverages', 'oils', 'bakery', 'yogurt', 'beverages', 'meat', 'specialty fat']"
4216,"['brown bread', 'light bulbs', 'whole milk', 'vegetables', 'dairy', 'citrus fruit', 'meat', 'bakery', 'sausage']"
4217,"['pastry', 'vegetables', 'beverages', 'whole milk', 'curd', 'bottled water', 'bags', 'yogurt', 'root vegetables', 'dairy', 'meat', 'spices', 'sweet spreads', 'bakery', 'brown bread', 'dishes', 'soda', 'domestic eggs', 'sausage']"
4218,"['beef', 'pet_care', 'berries', 'soda', 'cleaning', 'domestic eggs', 'root vegetables', 'meat', 'specialty fat']"
4219,"['sliced cheese', 'berries', 'vegetables', 'dairy', 'citrus fruit', 'bakery']"
4220,"['sweets', 'pip fruit', 'beef', 'whole milk', 'tropical fruit', 'sliced cheese', 'bottled water', 'cleaning', 'vegetables', 'yogurt', 'beverages', 'dairy', 'bakery']"
4221,"['pet_care', 'whole milk', 'frozen meals', 'bottled water', 'bags', 'cleaning', 'meat', 'sausage']"
4222,"['beef', 'pet_care', 'stationery', 'tropical fruit', 'household', 'vegetables', 'grains', 'beverages', 'dairy', 'sweets', 'sausage']"
4223,"['stationery', 'sliced cheese', 'tropical fruit', 'whole milk', 'pastry', 'frozen meals', 'bottled water', 'soda', 'vegetables', 'liver loaf', 'herbs', 'root vegetables', 'meat', 'citrus fruit', 'bakery']"
4224,"['brown bread', 'dairy', 'tropical fruit', 'pastry', 'fruits', 'beverages', 'meat', 'bakery']"
4225,"['pip fruit', 'brown bread', 'bottled water', 'hard cheese', 'root vegetables', 'beverages']"
4226,"['specialty bar', 'butter', 'dessert', 'frozen meals', 'vegetables', 'domestic eggs', 'citrus fruit', 'sweets', 'sausage']"
4227,"['dairy', 'coffee', 'yogurt', 'meat', 'citrus fruit', 'bakery']"
4228,"['pip fruit', 'brown bread', 'whole milk', 'tropical fruit', 'oils', 'bottled water', 'bags', 'soda', 'vegetables', 'beverages', 'cooking chocolate', 'sweet spreads', 'bakery']"
4229,"['pastry', 'dishes', 'dessert', 'soda', 'vegetables', 'dairy', 'bakery', 'sausage']"
4230,"['seasonal products', 'brown bread', 'pastry', 'fruits', 'root vegetables', 'beverages', 'sausage']"
4231,"['tropical fruit', 'snacks', 'meat', 'herbs', 'bakery']"
4232,"['pip fruit', 'dairy', 'whole milk', 'ready_meals', 'snacks', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'bakery']"
4233,"['whole milk', 'soda', 'fruits_vegetables', 'cleaning', 'root vegetables', 'meat', 'coffee', 'bakery']"
4234,"['pip fruit', 'canned vegetables', 'napkins', 'whole milk', 'sliced cheese', 'fruitvegetable juice', 'pastry', 'berries', 'oils', 'bakery', 'hygiene articles', 'vegetables', 'cleaning', 'domestic eggs', 'baking_ingredients', 'beverages', 'sweets']"
4235,"['sweets', 'brown bread', 'seasonal products', 'beef', 'whole milk', 'curd', 'snacks', 'berries', 'bottled water', 'fruits', 'soda', 'condensed milk', 'oils', 'vegetables', 'bags', 'citrus fruit', 'bakery']"
4236,"['pip fruit', 'brown bread', 'beef', 'napkins', 'stationery', 'tropical fruit', 'curd', 'misc beverages', 'personal_care', 'vegetables', 'beverages', 'meat']"
4237,"['pastry', 'meat']"
4238,"['pip fruit', 'tropical fruit', 'pastry', 'cereals', 'hygiene articles', 'fruits_vegetables', 'vegetables', 'meat']"
4239,"['meat', 'napkins', 'berries', 'sausage']"
4240,"['frozen dessert', 'brown bread', 'pet_care', 'whole milk', 'dessert', 'bags', 'soda', 'coffee', 'vegetables', 'yogurt', 'meat', 'citrus fruit', 'bakery']"
4241,"['pet_care', 'gardening', 'snacks', 'bottled water', 'soda', 'yogurt']"
4242,"['canned fruit', 'brown bread', 'whole milk', 'bottled water', 'yogurt', 'coffee']"
4243,"['napkins', 'gardening', 'hygiene articles', 'sweeteners', 'vegetables', 'cleaning', 'hard cheese', 'root vegetables', 'beverages', 'dairy', 'margarine', 'specialty cheese', 'sweets', 'sausage']"
4244,"['whole milk', 'tropical fruit', 'gardening', 'oils', 'fruits', 'semifinished bread', 'vegetables', 'beverages', 'dairy']"
4245,"['whole milk', 'tropical fruit', 'misc beverages', 'bottled water', 'yogurt', 'dairy', 'bakery']"
4246,"['sweets', 'whole milk', 'tropical fruit', 'soda', 'yogurt', 'root vegetables', 'bakery', 'sausage']"
4247,"['butter', 'soda']"
4248,"['margarine', 'bakery']"
4249,"['pip fruit', 'berries', 'bottled water', 'uhtmilk', 'bags', 'vegetables', 'beverages', 'meat', 'sausage']"
4250,"['bags', 'sweets', 'pet_care', 'yogurt']"
4251,"['ice cream', 'soups', 'whole milk', 'tropical fruit', 'pastry', 'berries', 'bags', 'soda', 'bakery', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat', 'sweet spreads', 'sweets']"
4252,"['frozen potato products', 'frozen dessert', 'pet_care', 'stationery', 'butter', 'bottled water', 'bags', 'meat']"
4254,"['bags', 'yogurt', 'domestic eggs', 'root vegetables', 'beverages', 'meat']"
4255,"['brown bread', 'stationery', 'whole milk', 'tropical fruit', 'dishes', 'bags', 'yogurt', 'beverages', 'meat', 'margarine']"
4256,"['specialty bar', 'tropical fruit', 'whole milk', 'oils', 'bottled water', 'dairy']"
4257,"['ice cream', 'napkins', 'beef', 'whole milk', 'pastry', 'dessert', 'uhtmilk', 'fruits', 'vegetables', 'yogurt', 'dairy', 'herbs', 'sausage']"
4258,"['beef', 'stationery', 'whole milk', 'snacks', 'fruitvegetable juice', 'frozen meals', 'hygiene articles', 'soda', 'yogurt', 'meat', 'sweets', 'sausage']"
4259,"['ice cream', 'brown bread', 'stationery', 'pastry', 'butter', 'bags', 'soda', 'yogurt', 'domestic eggs', 'beverages']"
4260,"['brown bread', 'dairy', 'whole milk', 'soda', 'vegetables', 'root vegetables', 'beverages', 'meat', 'margarine', 'bakery', 'sausage']"
4261,"['pip fruit', 'napkins', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'dessert', 'bottled water', 'vegetables', 'root vegetables', 'beverages', 'bakery']"
4262,"['pip fruit', 'napkins', 'dairy', 'stationery', 'whole milk', 'frozen meals', 'vegetables', 'domestic eggs', 'beverages', 'meat', 'bakery']"
4264,"['spices', 'stationery', 'whole milk', 'snacks', 'soda', 'yogurt', 'dairy']"
4265,"['snacks', 'bottled water', 'soda', 'vegetables', 'grains', 'root vegetables', 'dairy', 'bakery']"
4266,"['stationery', 'specialty bar', 'butter', 'ready_meals', 'snacks', 'berries', 'soda', 'coffee', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'margarine', 'bakery', 'sausage']"
